Video,1999-9-6,5
Video,1999-10-2,5
Video,1999-10-9,5
Video,2000-1-16,5
Video,2000-2-12,5
Video,2001-12-11,3
Video,2001-12-30,3
Video,2003-4-1,5
Video,2003-5-13,2
Video,2004-1-20,4
Video,2004-11-5,3
Video,2005-2-7,4
Video,2005-3-18,3
Video,2000-1-23,5
Video,2000-5-20,5
Video,2000-8-23,5
Video,2000-10-2,5
Video,2001-2-28,5
Video,2001-5-14,5
Video,2003-1-23,5
Video,2003-4-6,4
Video,2004-4-16,4
Video,2004-12-28,5
Video,2005-1-5,1
Video,1998-12-19,5
Video,1999-1-7,5
Video,1999-2-15,5
Video,1999-3-28,5
Video,1999-7-8,5
Video,1999-12-7,5
Video,2000-2-6,5
Video,2000-8-13,5
Video,2000-9-14,5
Video,2003-2-16,5
Video,1999-7-10,5
Video,2000-7-16,5
Video,2002-6-23,5
Video,2003-8-29,1
Video,2005-2-25,4
Video,2005-2-27,5
Video,1999-2-18,5
Video,1999-2-23,5
Video,1999-4-9,5
Video,1999-4-9,5
Video,1999-5-15,5
Video,1999-6-3,3
Video,1999-8-4,5
Video,1999-9-19,5
Video,2000-2-3,5
Video,2000-2-19,5
Video,2000-3-17,5
Video,2003-7-5,2
Video,2004-2-3,3
Video,2004-3-30,1
Video,2004-3-30,3
Video,2004-4-19,4
Video,2004-5-29,3
Video,2004-6-2,5
Video,2004-10-29,5
Video,2000-12-1,5
Video,1998-11-20,5
Video,1998-11-22,5
Video,1998-12-1,5
Video,1998-12-1,1
Video,1998-12-2,5
Video,1998-12-8,4
Video,1998-12-9,5
Video,1998-12-26,5
Video,1998-12-30,5
Video,1999-1-1,5
Video,1999-1-3,3
Video,1999-1-8,5
Video,1999-1-25,5
Video,1999-1-26,2
Video,1999-2-2,5
Video,1999-2-5,4
Video,1999-2-5,4
Video,1999-2-8,5
Video,1999-2-9,1
Video,1999-2-12,1
Video,1999-2-16,1
Video,1999-2-18,5
Video,1999-2-19,5
Video,1999-2-20,3
Video,1999-2-22,5
Video,1999-2-27,5
Video,1999-3-9,2
Video,1999-3-25,5
Video,1999-3-25,5
Video,1999-3-27,4
Video,1999-3-29,5
Video,1999-4-1,5
Video,1999-4-3,2
Video,1999-4-4,5
Video,1999-4-7,5
Video,1999-4-14,1
Video,1999-4-24,5
Video,1999-5-6,5
Video,1999-5-8,5
Video,1999-5-9,5
Video,1999-5-10,5
Video,1999-5-13,5
Video,1999-5-24,1
Video,1999-5-31,4
Video,1999-5-31,5
Video,1999-6-3,5
Video,1999-6-15,4
Video,1999-6-16,4
Video,1999-6-24,4
Video,1999-7-2,4
Video,1999-7-5,3
Video,1999-7-8,5
Video,1999-7-14,4
Video,1999-7-14,1
Video,1999-7-22,5
Video,1999-8-17,1
Video,1999-8-25,5
Video,1999-8-26,5
Video,1999-8-27,5
Video,1999-9-11,4
Video,1999-9-22,5
Video,1999-9-26,5
Video,1999-9-29,5
Video,1999-10-2,5
Video,1999-10-13,5
Video,1999-10-19,5
Video,1999-10-20,3
Video,1999-10-23,5
Video,1999-10-26,1
Video,1999-12-26,3
Video,2000-1-19,4
Video,2000-1-22,5
Video,2000-1-30,5
Video,2000-1-31,5
Video,2000-2-12,1
Video,2000-2-16,5
Video,2000-2-26,4
Video,2000-2-26,4
Video,2000-2-29,5
Video,2000-4-17,1
Video,2000-5-15,4
Video,2000-6-1,4
Video,2000-6-12,2
Video,2000-6-13,4
Video,2000-6-16,3
Video,2000-7-20,1
Video,2000-7-23,5
Video,2000-8-13,5
Video,2000-10-19,5
Video,2000-10-23,5
Video,2000-11-9,5
Video,2000-11-27,5
Video,2000-12-8,3
Video,2000-12-13,3
Video,2001-1-9,5
Video,2001-2-1,5
Video,2001-2-17,5
Video,2001-4-2,4
Video,2001-6-27,5
Video,2001-7-10,5
Video,2001-7-30,4
Video,2001-11-12,2
Video,2001-12-6,4
Video,2001-12-18,2
Video,2001-12-22,5
Video,2002-1-11,5
Video,2002-2-3,3
Video,2002-2-3,5
Video,2002-2-3,5
Video,2002-2-13,5
Video,2002-2-15,5
Video,2002-3-12,5
Video,2002-4-22,4
Video,2002-5-18,5
Video,2002-7-21,5
Video,2002-7-24,5
Video,2002-7-31,3
Video,2002-8-4,3
Video,2002-8-8,4
Video,2002-9-21,5
Video,2002-12-15,5
Video,2002-12-16,5
Video,2003-1-18,1
Video,2003-1-26,5
Video,2003-2-8,4
Video,2003-2-21,4
Video,2003-3-12,4
Video,2003-7-14,5
Video,2003-8-4,4
Video,2003-8-22,4
Video,2003-8-27,5
Video,2003-10-22,4
Video,2003-10-24,5
Video,2003-10-27,3
Video,2003-11-29,3
Video,2003-12-9,1
Video,2004-2-17,4
Video,2004-2-20,2
Video,2004-4-11,4
Video,2004-9-24,4
Video,2004-12-9,3
Video,2005-5-15,4
Video,2005-6-3,5
Video,1995-11-10,5
Video,1998-10-5,2
Video,1998-10-31,4
Video,1998-11-25,5
Video,1998-12-13,4
Video,1999-1-4,5
Video,1999-1-4,1
Video,1999-1-8,5
Video,1999-1-14,5
Video,1999-1-16,2
Video,1999-1-20,5
Video,1999-1-23,5
Video,1999-1-24,2
Video,1999-1-28,2
Video,1999-1-31,5
Video,1999-2-4,3
Video,1999-2-8,4
Video,1999-2-9,4
Video,1999-2-12,1
Video,1999-2-17,2
Video,1999-2-18,5
Video,1999-2-20,5
Video,1999-2-26,3
Video,1999-3-3,5
Video,1999-3-7,4
Video,1999-3-15,4
Video,1999-3-15,4
Video,1999-3-19,5
Video,1999-3-27,4
Video,1999-4-9,5
Video,1999-4-12,1
Video,1999-4-12,4
Video,1999-4-18,5
Video,1999-4-20,3
Video,1999-4-29,1
Video,1999-5-2,1
Video,1999-5-22,4
Video,1999-6-13,5
Video,1999-6-22,3
Video,1999-6-29,4
Video,1999-6-30,2
Video,1999-7-30,5
Video,1999-8-31,5
Video,1999-9-20,4
Video,1999-10-19,3
Video,1999-10-21,3
Video,1999-11-16,5
Video,1999-11-24,5
Video,1999-12-18,5
Video,2000-1-5,3
Video,2000-2-1,5
Video,2000-2-9,5
Video,2000-3-16,5
Video,2000-3-21,5
Video,2000-3-22,2
Video,2000-4-6,5
Video,2000-4-8,5
Video,2000-4-11,1
Video,2000-4-23,5
Video,2000-6-4,5
Video,2000-7-19,3
Video,2000-8-14,5
Video,2000-8-30,5
Video,2000-9-24,4
Video,2000-10-12,5
Video,2000-10-19,5
Video,2000-10-26,1
Video,2001-1-7,5
Video,2001-1-14,4
Video,2001-1-28,5
Video,2001-1-29,1
Video,2001-1-30,5
Video,2001-2-7,3
Video,2001-2-10,2
Video,2001-2-11,1
Video,2001-2-13,5
Video,2001-2-13,2
Video,2001-2-23,5
Video,2001-3-6,5
Video,2001-3-14,5
Video,2001-4-13,5
Video,2001-4-27,3
Video,2001-4-29,5
Video,2001-5-7,3
Video,2001-5-7,3
Video,2001-5-14,4
Video,2001-5-17,1
Video,2001-6-7,4
Video,2001-6-8,4
Video,2001-6-18,4
Video,2001-6-18,4
Video,2001-6-26,4
Video,2001-6-27,5
Video,2001-7-2,4
Video,2001-8-1,5
Video,2001-8-2,4
Video,2001-8-3,5
Video,2001-8-15,5
Video,2001-10-1,3
Video,2001-12-9,4
Video,2001-12-19,3
Video,2001-12-22,5
Video,2002-1-16,5
Video,2002-1-28,5
Video,2002-2-8,4
Video,2002-5-25,4
Video,2002-7-7,5
Video,2002-8-11,4
Video,2002-8-15,4
Video,2002-8-25,3
Video,2002-11-1,4
Video,2002-11-7,5
Video,2002-12-8,5
Video,2003-1-9,5
Video,2003-3-17,5
Video,2003-3-28,3
Video,2003-3-29,5
Video,2003-4-6,4
Video,2003-5-19,5
Video,2003-5-29,5
Video,2003-5-30,4
Video,2003-6-14,4
Video,2003-7-4,1
Video,2003-7-6,1
Video,2003-7-8,3
Video,2003-8-22,4
Video,2003-8-25,4
Video,2003-9-15,5
Video,2003-9-21,4
Video,2003-10-13,3
Video,2003-10-21,5
Video,2003-11-8,4
Video,2003-11-17,5
Video,2003-11-17,5
Video,2003-12-20,1
Video,2003-12-28,5
Video,2004-1-1,4
Video,2004-3-12,4
Video,2004-3-13,2
Video,2004-3-19,4
Video,2004-4-3,3
Video,2004-4-3,5
Video,2004-4-5,5
Video,2004-4-8,4
Video,2004-4-16,3
Video,2004-4-23,2
Video,2004-5-8,3
Video,2004-6-1,3
Video,2004-6-21,5
Video,2004-6-24,5
Video,2004-7-3,4
Video,2004-8-14,4
Video,2004-8-19,5
Video,2004-8-28,4
Video,2004-9-6,3
Video,2004-10-5,5
Video,2004-10-25,2
Video,2004-11-5,4
Video,2004-11-15,5
Video,2004-11-21,5
Video,2004-11-27,5
Video,2005-1-9,4
Video,2005-1-29,5
Video,2005-2-11,5
Video,2005-4-1,1
Video,2005-4-15,2
Video,2005-5-6,2
Video,2002-8-30,5
Video,2002-10-1,5
Video,2002-10-15,5
Video,2002-11-5,5
Video,2002-11-5,3
Video,2002-11-19,5
Video,2002-11-23,5
Video,2002-12-18,5
Video,2002-12-21,5
Video,2003-3-16,1
Video,2003-7-20,5
Video,2003-8-10,5
Video,2004-7-17,5
Video,2005-4-29,5
Video,1999-4-2,5
Video,1999-9-1,4
Video,1999-9-2,4
Video,1999-10-4,4
Video,1999-10-14,4
Video,1999-11-9,4
Video,1999-12-14,4
Video,1999-12-19,4
Video,2000-1-5,4
Video,2000-1-17,5
Video,2000-2-12,5
Video,2000-3-8,5
Video,2000-3-8,4
Video,2000-3-16,4
Video,2000-3-28,3
Video,2000-4-5,2
Video,2000-4-18,4
Video,2000-6-6,5
Video,2000-6-18,5
Video,2000-6-28,5
Video,2000-7-22,4
Video,2000-7-24,3
Video,2000-9-23,5
Video,2000-11-5,5
Video,2000-11-13,5
Video,2000-11-23,3
Video,2000-12-28,5
Video,2001-1-18,5
Video,2001-2-7,3
Video,2001-2-25,5
Video,2001-3-11,5
Video,2001-3-27,5
Video,2001-7-19,4
Video,2002-1-3,2
Video,2002-1-30,2
Video,2002-4-10,5
Video,2002-5-13,5
Video,2002-5-23,4
Video,2002-6-10,3
Video,2002-7-8,5
Video,2002-8-6,5
Video,2002-8-22,5
Video,2002-11-21,5
Video,2003-2-14,3
Video,2003-5-26,5
Video,2004-2-24,4
Video,2004-4-17,4
Video,2004-7-11,1
Video,2004-10-29,1
Video,2004-12-16,5
Video,2005-1-9,5
Video,2005-1-22,2
Video,2005-4-9,3
Video,1999-1-4,5
Video,1999-1-8,4
Video,1999-2-19,5
Video,1999-5-2,5
Video,1999-6-21,5
Video,2000-1-2,5
Video,2001-4-28,5
Video,2001-8-23,5
Video,2001-9-17,5
Video,2000-7-29,5
Video,2001-1-28,5
Video,2001-2-24,4
Video,2001-5-14,5
Video,2001-8-20,5
Video,2001-9-26,4
Video,2001-10-21,5
Video,2001-12-2,4
Video,2002-3-17,3
Video,2002-3-19,5
Video,2002-5-17,4
Video,2002-5-18,3
Video,2002-8-8,4
Video,2002-10-16,4
Video,2003-2-8,4
Video,2003-3-17,5
Video,2003-6-11,5
Video,2004-3-28,5
Video,2005-4-3,4
Video,2000-7-26,5
Video,1999-1-17,5
Video,1999-2-12,5
Video,1999-6-1,3
Video,2000-10-31,4
Video,2001-7-14,4
Video,2001-8-7,5
Video,2001-8-30,4
Video,2002-4-6,4
Video,2002-6-26,3
Video,2003-5-30,5
Video,2004-3-3,5
Video,2004-11-8,4
Video,2005-1-18,5
Video,2005-3-23,5
Video,2005-3-26,3
Video,2005-5-3,2
Video,2005-5-7,3
Video,2005-6-11,5
Video,2005-6-11,5
Video,2005-6-20,5
Video,2000-2-22,5
Video,2000-3-21,5
Video,2000-4-29,5
Video,2000-5-20,5
Video,2000-7-3,5
Video,2003-3-24,5
Video,2003-4-28,3
Video,2003-5-5,3
Video,2003-5-27,3
Video,2003-9-2,5
Video,2003-9-24,5
Video,2003-10-14,5
Video,2004-9-12,5
Video,2001-4-5,4
Video,2001-11-8,1
Video,2002-1-1,4
Video,2002-1-11,4
Video,2002-8-31,3
Video,2002-8-31,4
Video,2004-3-6,4
Video,2004-4-29,4
Video,2004-7-21,4
Video,2005-1-7,3
Video,1999-1-30,4
Video,2000-5-19,5
Video,2001-2-28,5
Video,2002-3-11,5
Video,1998-12-10,4
Video,1999-4-4,5
Video,1999-7-18,5
Video,1999-8-12,5
Video,1999-9-16,5
Video,1999-9-23,4
Video,1999-10-31,5
Video,1999-11-29,5
Video,1999-12-1,5
Video,2000-1-7,5
Video,2000-1-26,5
Video,2000-1-26,5
Video,2000-1-26,5
Video,2000-4-3,5
Video,2000-4-26,4
Video,2000-5-13,5
Video,2000-7-17,5
Video,2000-7-30,5
Video,2000-8-11,5
Video,2000-8-30,5
Video,2000-10-3,5
Video,2000-11-20,5
Video,2000-11-26,5
Video,2000-12-9,5
Video,2001-1-6,5
Video,2001-2-1,4
Video,2001-3-21,5
Video,2001-6-21,5
Video,2001-6-26,3
Video,2001-7-2,4
Video,2001-9-11,4
Video,2001-11-14,5
Video,2001-12-4,5
Video,2001-12-30,5
Video,2002-1-28,5
Video,2002-2-15,5
Video,2002-2-25,5
Video,2002-3-1,5
Video,2002-3-12,5
Video,2002-4-2,5
Video,2002-6-21,5
Video,2002-8-1,5
Video,2002-12-26,5
Video,2003-1-2,1
Video,2003-1-10,5
Video,2003-1-12,5
Video,2003-4-10,1
Video,2003-4-15,5
Video,2003-4-16,5
Video,2003-4-20,4
Video,2003-6-16,5
Video,2003-7-10,4
Video,2003-9-23,4
Video,2003-11-15,5
Video,2003-12-30,5
Video,2004-2-15,5
Video,2004-5-1,4
Video,2004-6-26,5
Video,2004-6-28,5
Video,2004-11-14,5
Video,2004-11-24,5
Video,2004-12-2,5
Video,2005-1-18,1
Video,2005-4-5,5
Video,2005-5-8,5
Video,1998-11-27,5
Video,1998-12-5,5
Video,1998-12-7,5
Video,1999-1-6,5
Video,1999-1-8,5
Video,1999-1-13,5
Video,1999-1-22,5
Video,1999-1-26,5
Video,1999-1-30,5
Video,1999-1-31,5
Video,1999-2-3,5
Video,1999-2-8,5
Video,1999-2-9,5
Video,1999-2-19,5
Video,1999-3-13,5
Video,1999-3-23,5
Video,1999-3-26,5
Video,1999-4-3,5
Video,1999-4-27,5
Video,1999-5-2,5
Video,1999-5-23,5
Video,1999-5-25,1
Video,1999-6-4,5
Video,1999-6-10,5
Video,1999-6-14,5
Video,1999-7-1,5
Video,1999-7-9,5
Video,1999-7-14,5
Video,1999-7-16,5
Video,1999-7-24,5
Video,1999-8-4,5
Video,1999-8-5,5
Video,1999-8-7,5
Video,1999-8-10,5
Video,1999-8-29,5
Video,1999-9-29,5
Video,1999-10-6,5
Video,1999-10-16,5
Video,1999-10-16,5
Video,1999-10-27,2
Video,1999-11-16,5
Video,1999-12-8,5
Video,1999-12-20,5
Video,1999-12-20,5
Video,2000-1-4,5
Video,2000-1-13,5
Video,2000-1-19,5
Video,2000-1-26,5
Video,2000-3-13,5
Video,2000-4-1,5
Video,2000-4-3,5
Video,2000-4-29,5
Video,2000-6-16,5
Video,2000-6-23,5
Video,2000-7-26,5
Video,2000-8-6,5
Video,2000-8-20,1
Video,2000-9-20,3
Video,2000-9-20,3
Video,2000-9-30,5
Video,2000-11-1,5
Video,2000-11-23,5
Video,2000-12-5,5
Video,2001-1-15,5
Video,2001-2-3,4
Video,2001-3-10,4
Video,2001-5-24,5
Video,2001-6-25,5
Video,2001-6-30,5
Video,2001-8-24,5
Video,2001-8-25,5
Video,2001-9-28,5
Video,2001-10-9,5
Video,2001-10-20,5
Video,2001-10-28,5
Video,2001-11-3,5
Video,2001-11-14,5
Video,2001-11-24,5
Video,2001-11-28,5
Video,2001-12-2,1
Video,2001-12-9,5
Video,2001-12-13,5
Video,2002-1-7,5
Video,2002-1-13,5
Video,2002-1-16,5
Video,2002-1-17,4
Video,2002-1-18,5
Video,2002-1-19,4
Video,2002-1-28,4
Video,2002-2-2,5
Video,2002-2-14,5
Video,2002-2-16,5
Video,2002-2-19,5
Video,2002-3-5,5
Video,2002-3-8,5
Video,2002-3-19,5
Video,2002-3-20,5
Video,2002-3-27,5
Video,2002-4-2,5
Video,2002-4-4,5
Video,2002-4-13,4
Video,2002-4-29,5
Video,2002-6-10,5
Video,2002-6-10,4
Video,2002-6-11,4
Video,2002-6-27,1
Video,2002-6-28,4
Video,2002-7-7,1
Video,2002-7-18,5
Video,2002-7-27,5
Video,2002-8-1,5
Video,2002-8-3,5
Video,2002-10-5,5
Video,2002-10-27,5
Video,2002-10-31,1
Video,2002-11-15,5
Video,2003-1-19,5
Video,2003-2-15,1
Video,2003-4-1,5
Video,2003-4-25,4
Video,2003-7-26,5
Video,2003-7-29,4
Video,2003-8-1,5
Video,2003-9-2,5
Video,2003-10-5,4
Video,2003-10-11,5
Video,2003-10-17,5
Video,2003-10-18,5
Video,2003-12-23,5
Video,2004-1-24,5
Video,2004-2-8,2
Video,2004-2-13,5
Video,2004-3-8,5
Video,2004-5-13,5
Video,2004-6-16,5
Video,2004-7-1,5
Video,2004-7-13,5
Video,2004-7-18,5
Video,2004-7-18,4
Video,2004-7-19,5
Video,2004-7-24,5
Video,2004-7-25,5
Video,2004-7-26,5
Video,2004-8-1,5
Video,2004-8-6,4
Video,2004-8-6,1
Video,2004-8-11,4
Video,2004-8-30,5
Video,2004-9-5,2
Video,2004-9-26,1
Video,2004-10-18,3
Video,2004-10-23,4
Video,2004-11-7,5
Video,2004-11-13,5
Video,2004-11-13,5
Video,2004-11-18,5
Video,2004-11-20,5
Video,2004-11-22,4
Video,2004-12-23,5
Video,2005-1-30,5
Video,2005-1-30,1
Video,2005-2-1,5
Video,2005-2-2,2
Video,2005-2-5,4
Video,2005-2-6,5
Video,2005-2-17,2
Video,2005-3-5,5
Video,2005-3-14,2
Video,2005-3-23,4
Video,2005-4-7,5
Video,2005-4-8,5
Video,2005-4-30,1
Video,2005-5-19,1
Video,2005-5-26,5
Video,2005-5-27,5
Video,2005-6-15,1
Video,2005-6-17,1
Video,2005-6-19,4
Video,2000-10-11,5
Video,2001-7-2,4
Video,2000-2-22,4
Video,2000-8-14,3
Video,2000-12-26,5
Video,1999-8-15,5
Video,2001-3-18,5
Video,1999-4-15,5
Video,1999-10-25,5
Video,1999-12-16,5
Video,2000-2-24,4
Video,2000-3-24,4
Video,2000-9-18,5
Video,2002-9-11,5
Video,2004-12-31,5
Video,1998-11-26,5
Video,1999-1-31,1
Video,1999-2-20,5
Video,1999-2-22,1
Video,1999-3-3,4
Video,1999-4-16,2
Video,1999-6-22,4
Video,1999-8-13,1
Video,1999-8-15,1
Video,1999-10-26,5
Video,1999-12-29,1
Video,2000-3-8,1
Video,2000-6-20,1
Video,2000-9-13,1
Video,2000-10-24,1
Video,2001-4-11,1
Video,2001-4-28,1
Video,2001-7-1,1
Video,2002-3-2,4
Video,2003-1-22,3
Video,2003-5-15,2
Video,2004-2-29,5
Video,2004-11-12,4
Video,2005-2-27,1
Video,1999-12-5,5
Video,2000-2-21,4
Video,2000-3-31,5
Video,2000-5-20,5
Video,2000-12-12,4
Video,2001-4-11,4
Video,2002-4-11,1
Video,2002-4-22,5
Video,2002-11-29,5
Video,2003-10-14,1
Video,2003-12-30,4
Video,2000-10-26,2
Video,2002-3-31,5
Video,2003-10-25,5
Video,1998-12-1,5
Video,1999-9-4,5
Video,2000-8-4,5
Video,2000-8-25,5
Video,2002-7-2,1
Video,2001-8-5,4
Video,2001-9-20,4
Video,2002-8-16,2
Video,2002-9-6,1
Video,2004-12-30,1
Video,1998-7-1,5
Video,1998-10-10,5
Video,1999-1-21,5
Video,1999-9-10,2
Video,1999-9-10,5
Video,1999-10-22,5
Video,1999-10-26,5
Video,2000-1-17,5
Video,2000-2-23,5
Video,2000-4-20,5
Video,2000-5-20,5
Video,2000-8-23,5
Video,2000-10-15,5
Video,2000-10-29,4
Video,2000-11-21,5
Video,2000-12-14,5
Video,2001-4-11,5
Video,2001-5-6,5
Video,2001-5-10,2
Video,2001-7-17,5
Video,2001-12-30,5
Video,2002-2-22,4
Video,2002-8-5,5
Video,2002-9-14,5
Video,2002-10-10,5
Video,2002-12-5,5
Video,2002-12-30,5
Video,2003-2-5,2
Video,2003-7-21,5
Video,2004-4-18,4
Video,2004-6-19,5
Video,2004-7-10,5
Video,2005-1-6,5
Video,1999-9-19,4
Video,1999-12-30,5
Video,2000-2-3,5
Video,2000-2-5,5
Video,2000-2-18,5
Video,2000-3-29,5
Video,2000-4-8,1
Video,2000-4-23,5
Video,2000-12-28,4
Video,2001-3-8,5
Video,2001-10-23,5
Video,2001-12-27,1
Video,2002-3-2,5
Video,2002-4